"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-12","0.00","65","82","45"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-13","0.00","68","82","47"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-14",,"66","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-15","0.00","62","77","42"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-16","0.00","63","79","50"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-17","0.00","67","81",
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-18","0.00","63","83","51"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-19","0.00","68","83","53"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-20","0.00","66","82","51"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-21","0.00","67","83","54"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-22","0.00","65","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-24","0.01","60","70","51"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-25","0.00","60","70",
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-26","0.00","64","76","46"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-27","0.00","59","76","50"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-28","0.00","61","72","48"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-29","0.00","59","72","45"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-30","0.00","52","70","45"
"IN023351400","LUCKNOW AMAUSI, IN","2002-12-31","0.00","53","57","50"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-01","0.79","56","62","47"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-02","0.00","60","69","46"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-03","0.00","59","70","46"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-04","0.00","53","70",
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-05","0.00","51","58",
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-06","0.00","50","57","42"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-07","0.00","50","57","38"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-08","0.00","48","57","44"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-09","0.00","51",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-10","0.00","48","58","36"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-11","0.00","49","60","42"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-12","0.00","48","60","41"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-13","0.00","46","54","40"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-14","0.00","44","53","39"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-15","0.00","49","59","39"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-16","0.00","46","59","41"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-17","0.00","45","53","40"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-18","0.00","51","60","44"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-19","0.00","51","61","40"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-20","0.00","47","61","40"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-21","0.00","46","54",
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-22","0.00","42","54","35"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-23","0.00","55","71","36"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-24","0.00","63","77","40"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-25","0.00","59","71",
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-26","0.00","64","79",
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-27","0.00","68","84","51"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-28","0.12","64","84","58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-29","0.63","63","74","49"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-30","0.00","66",,"54"
"IN023351400","LUCKNOW AMAUSI, IN","2003-01-31",,"61","77","54"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-01","0.67","62","69","55"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-02","0.00","62","69",
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-03","0.00","63",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-04","0.00","64","73","55"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-05","0.00","66","75","53"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-06","0.00","63","77","51"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-07","0.00","65",,"49"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-08","0.00","65","78","53"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-09","0.00","65","80","54"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-10","0.00","65","81","53"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-11","0.00","67","81","54"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-12","0.00","63","80","51"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-13",,"66","78","51"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-14","0.00","64",,"49"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-15","0.00","65","81","49"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-16","0.00","69","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-17",,"68","83","58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-18","0.02","69","81","61"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-19","0.31","67","80",
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-20","0.00","65","78",
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-21","0.00","63","76",
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-22","0.00","63","78",
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-23",,"67",,"52"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-24","0.00","71","83","56"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-25","0.00","70",,"58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-26","0.00","71","86","58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-27","0.00","72","86","58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-02-28","0.00","74","89","60"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-01","0.00","75","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-02",,"78","91","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-03","0.00","73","91",
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-04","0.00","60",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-05","0.00","61",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-06","0.00","65","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-07","0.00","67","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-08","0.00","66","83","52"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-09","0.00","67","85","49"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-10","0.00","71","85","55"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-11","0.00","74",,"57"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-12",,"71","89","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-13",,"71","89","58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-14","0.00","71","85","61"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-15","0.00","71","87","59"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-16",,"78","91","61"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-17",,"78","91","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-18",,"80","94","64"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-19","0.00","78","94","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-20","0.00","75","89",
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-21","0.00","74","91","62"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-22","0.00","77","94","60"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-23","0.00","79","96","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-24",,"83","98","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-25","0.00","79","98","64"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-26",,"81","95","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-27","0.00","78","95","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-28","0.00","82","97","64"
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-29","0.00","82","98",
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-30","0.00","78","98",
"IN023351400","LUCKNOW AMAUSI, IN","2003-03-31","0.00","82","95","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-01",,"83","99",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-02","0.00","82","99","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-03",,"81",,"68"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-04",,"79","102",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-05","0.16","81","98","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-06","0.00","81","98","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-07","0.00","84","99","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-08","0.00","81","99","68"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-09","0.00","85","101","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-10","0.00","86",,"67"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-11","0.00","91","107","72"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-12","0.00","90",,"75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-13","0.00","92","108",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-14",,"88","108",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-15","0.00","89","108","73"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-16",,"88","105","70"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-17","0.00","88","103",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-18","0.00","87","103","72"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-19",,"88",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-20",,"92",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-21",,"93","103","73"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-22",,"86","103","72"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-23",,"89","105","68"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-24","0.00","87","107","74"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-25","0.00","90","108","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-26",,"93","109",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-27",,"88","109",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-28",,"89","104",
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-29",,"88","104","73"
"IN023351400","LUCKNOW AMAUSI, IN","2003-04-30",,"87","99","73"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-01",,"88","101","73"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-02",,"91","103","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-03",,"91","103","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-04",,"92","102","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-05",,"91",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-06","0.00","87","104","71"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-07",,"91","105","72"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-09","0.00","83","106","71"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-10","0.00","82","106","71"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-11","0.00","88","103","74"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-12","0.00","90","103","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-13","0.00","89","101","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-14","0.00","90",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-15","0.00","93","107","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-16",,"97","108","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-17","0.00","93","108","72"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-18","0.00","94","109","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-19","0.00","96",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-20","0.00","94","111","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-21",,"97","110",
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-22","0.31","80","110",
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-23","0.20","88","101","74"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-24","0.00","91","104","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-25","0.00","91",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-26","0.00","96","108","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-27","0.00","95","108","83"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-28","0.00","98","110",
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-29","0.00","95","110","83"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-30","0.00","96","111","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-05-31","0.00","98","113","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-01","0.00","96","113","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-02","0.00","97","113","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-03","0.00","95","113","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-04",,"97","112",
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-05","0.20","89","110","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-06","0.00","89","100","82"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-07","0.08","87","98","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-08","0.00","83","97",
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-09","0.00","91","99","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-10","0.00","94",,"83"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-11","0.00","95","108",
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-12",,"99","109","83"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-13",,"98","109","86"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-14","0.04","94","109","84"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-15","0.00","94","105","83"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-16","0.00","94","103","83"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-17","0.00","94","104","82"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-18","0.00","89","99","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-19",,"86","99",
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-20","0.00","88","101","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-21","0.00","92","102","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-22","0.02","83","95",
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-23","0.00","86","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-24","0.00","87",,"80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-25",,"87","97","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-26",,"87","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-27",,"85","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-28","0.00","88","98","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-29","0.28","89",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-06-30","0.87","87","100","74"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-01","0.00","88","98","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-02","0.00","88","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-03",,"87","97",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-04","0.00","85","97",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-05","0.00","86","96","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-06","0.00","89","100","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-07","0.00","92","103","82"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-08","0.16","86","103",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-09","1.46","81","100","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-10","0.47","81","91",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-11","1.34","84",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-12","0.55","82","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-13","0.35","86","92","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-14","0.01","84","92","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-15","0.02","83","88","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-16","0.00","87","95","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-17","0.00","88","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-18","0.00","89","99","82"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-19",,"84","99",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-20","0.12","84","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-21","0.12","83","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-22","0.00","85",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-23",,"87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-24","0.24","88","96","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-25","0.24","86","96",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-26","0.02","90","98","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-27","0.02","87","98","82"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-28","0.39","85","92","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-29","0.02","86","93","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-30","0.03","84","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-07-31","0.31","81","91","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-01","0.04","83","89","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-02","0.01","83","90",
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-03","0.39","82","90","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-04","0.03","87",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-05","0.00","90","98","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-06","0.79","87","98","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-07","0.00","91","100","81"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-08","0.00","89","100","82"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-09","0.00","86","99","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-10",,"84","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-11",,"84","94",
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-12",,"83","94","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-13",,"81","94",
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-14",,"83","88","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-15",,"84","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-16","0.55","84","93","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-17","0.16","87","94","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-18","0.02","83","94",
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-19","2.05","80","88","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-20","0.55","82","89","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-21","0.00","85","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-22","0.00","87","95",
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-23",,"85","95","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-24",,"85","93","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-25","0.00","85","93","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-26","0.00","87",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-27",,"86","94",
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-28","0.04","86","96","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-29","0.00","86","94","80"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-30","0.01","84","94","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-08-31","0.35","87","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-01","0.12","84","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-02","0.00","83","92","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-03","0.43","86",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-04","0.24","83","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-05","0.31","79","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-06","3.31","78","87","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-07","1.02","85","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-08","0.04","83","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-09","0.00","84","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-10","0.16","83","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-11","0.28","84","92","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-12","0.00","84","92","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-13","0.02","83","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-14","1.34","86","95","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-15","0.02","83","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-16","0.91","79","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-17","0.00","83","91",
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-18",,"81","91",
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-19","0.35","84","91","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-20","0.00","86","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-21",,"85",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-22","0.04","78","94",
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-23","1.06","80","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-24","0.79","77","91","74"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-25","0.12","79","83","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-26","0.00","82","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-27","0.28","84","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-28","0.00","81","92",
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-29","1.34","79","92","74"
"IN023351400","LUCKNOW AMAUSI, IN","2003-09-30","0.00","82","90",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-01","0.00","82","92",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-02","0.00","79","92",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-03","0.00","80","92","68"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-04","0.00","78","91",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-05","0.00","80","91","69"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-06","0.00","81","93","69"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-07","0.00","82","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-08",,"82","91",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-09","0.00","81","90","71"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-10","0.00","81","94","72"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-11","0.00","80","94","70"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-12","0.00","80","94",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-13","0.00","77","93",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-14","0.00","77","93","62"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-15",,"76","93","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-16","0.00","78","93","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-17","0.00","80",,
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-18","0.00","79","94","69"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-19","0.00","80","94","70"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-20","0.00","76","92",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-21","0.00","76","92",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-22","1.06","76","92","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-23","0.00","76","90",
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-24","0.00","76","90","64"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-25","0.00","75","89","67"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-26","0.00","75","86","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-27","0.00","75","87","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-28","0.00","78","90","66"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-29","0.00","79","92","67"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-30","0.00","77","92","68"
"IN023351400","LUCKNOW AMAUSI, IN","2003-10-31","0.00","74","92","65"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-01","0.00","74","90","62"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-02","0.00","73","89","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-03",,"74",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-04","0.00","74","90","62"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-05","0.00","74","90","60"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-06","0.00","75","93","61"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-07","0.00","75","93","61"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-08","0.00","74","92","63"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-09","0.00","73","92","60"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-10","0.00","71","90",
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-11","0.00","69","86","58"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-12","0.00","68","85","57"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-13","0.00","70","85","57"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-14","0.00","68","85","57"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-15","0.00","67","84","56"
"IN023351400","LUCKNOW AMAUSI, IN","2003-11-16","0.00","69","84","57"
