"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-01","0.00","58","68","45"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-02","2.76","59","68","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-03","0.00","60","73",
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-04","0.00","54","64","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-05",,"53","66",
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-06","0.00","53","70","39"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-07","0.00","54","68","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-08","0.00","52","70","37"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-09","0.00","54","70","37"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-10","0.00","56","73","39"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-11","0.00","56","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-12","0.00","55",,"43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-13","0.00","60","75","43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-14","0.00","57","72","43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-15","0.00","56","75","39"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-16","0.00","58","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-17","0.00","60",,"45"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-18","0.00","63","79","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-19","0.31","62",,"48"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-20","0.00","63","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-21","0.00","63","79","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-22","0.00","61","75","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-23","0.00","59","73","43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-24","0.00","58","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-25","0.00","58","77","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-26","0.00","60","79","43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-27","0.00","64","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-28","0.00","64","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-29","0.00","60","72","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-30","0.00","57","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-01-31","0.00","57","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-01","0.00","61","77","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-02","0.00","61","72","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-04","0.00","62",,"54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-05","0.02","59","73","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-06","0.00","54","68","43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-07","0.00","55","72","39"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-08","0.00","58","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-09","0.00","61","79","45"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-10","0.00","61","77","45"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-11","0.00","58","75","41"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-12","0.00","60","77","45"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-13","0.00","59","81","43"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-14","0.00","66","79","46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-15","0.00","68","81","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-16","0.00","66","81","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-17","0.00","67","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-18","0.00","67","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-19","0.00","62","84","48"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-20","0.00","69","88","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-21","0.00","73","90","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-22","0.00","73","88","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-23","0.00","72","86","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-24","0.00","71","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-25","0.00","70","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-26","0.00","69","86","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-27","0.00","74","90","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-28","0.00","74","90","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-02-29","0.00","66","79",
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-01","0.04","71","84","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-02","0.00","70","84","48"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-03","0.00","71","84","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-04","0.00","71","84","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-05","0.02","71","82","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-06","0.43","70","84","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-07","0.00","64","77","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-08","0.00","67","81","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-09","0.00","66","81","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-10","0.00","65",,"46"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-11","0.00","69","86","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-12","0.00","71","88","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-13","0.00","69","86","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-14","0.00","71","90","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-15","0.00","74","91","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-16","0.00","75","93","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-17","0.00","79","95","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-18","0.00","79","97","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-19","0.00","77","95","64"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-20","0.00","75","95","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-21",,"81","97",
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-22",,"83",,
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-23","0.00","81","95","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-24","0.00","83","97","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-25","0.00","81","97",
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-26","0.00","77","91","66"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-27","0.00","77","93","61"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-28","0.00","80","95","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-29","0.00","77",,"66"
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-30","0.04","74",,
"IN023351400","LUCKNOW AMAUSI, IN","1980-03-31","0.00","78","91","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-01",,"81","95",
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-02","0.00","80","97","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-03","0.00","82","99","61"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-04",,"82","95",
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-05","0.00","81","97","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-06","0.00","83","100","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-07","0.00","88","102","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-08","0.00","84","106","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-09","0.00","90","104","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-11","0.00","91","106","64"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-12","0.00","91","108","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-13","0.00","90","104","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-14","0.00","89","102","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-15","0.00","90","108","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-16","0.00","89","104","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-17","0.00","88","104","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-18","0.00","91","106","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-19",,"93","109",
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-20","0.00","93","111","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-21","0.00","92","108","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-22","0.00","93","109","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-23","0.00","90","108","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-24","0.00","92","106","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-25","0.00","89","109","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-26","0.00","91","109","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-27","0.00","93","109","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-29","0.00","95","109","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-04-30","0.00","95","109","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-01","0.00","91","108","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-02","0.00","93","111","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-03","0.00","96","111","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-04","0.00","93","108","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-05","0.00","93","108","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-06","0.00","95","111","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-07","0.00","94","108","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-08",,"88","108",
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-09","0.59","93","104","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-10","0.00","91","104","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-11","0.00","91","106","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-12","0.00","89","106","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-13","0.00","92","104","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-14","0.00","94","108","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-15","0.00","92","108","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-16","0.00","94","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-17","0.00","94","109","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-18","0.00","98","113","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-19",,"96","108",
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-20","0.00","95","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-21","0.00","95","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-22","0.00","97","109",
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-23","0.00","96","109","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-24","0.00","99","111","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-25","0.00","96","109","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-26","0.00","91",,
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-27","0.08","88","109","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-28","0.00","88","102",
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-29","0.43","84","93","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-30","0.28","89","100","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-05-31","0.00","88","102","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-01","0.08","86","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-02","0.00","89","99",
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-03","0.00","89","99","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-04","0.00","86","95",
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-05","0.20","94","104","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-06","0.00","96",,"82"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-07","0.00","82","93",
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-08","0.91","78","84","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-09","0.02","82","91","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-10","0.00","86","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-11","0.00","91","99","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-12","0.00","86","93","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-13","0.00","88","97","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-14","0.00","89","102","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-15","0.00","91","102","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-16","0.00","91","102","82"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-17","0.00","93","102","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-18","0.00","92","102","82"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-19","0.00","88","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-20",,"80",,
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-21","1.10","83","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-22","0.75","86","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-23","0.00","89","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-24","0.00","90","97","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-25",,"90","99",
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-26","0.00","88","100",
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-27","0.91","82","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-28","2.76","82","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-29","0.08","85","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-06-30","0.43","86","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-01","0.83","87","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-02","0.02","88","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-03","0.00","87","93","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-04","0.00","85","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-05","0.00","84","90","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-06","0.00","83",,
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-07","1.38","79","81","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-08","3.54","78","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-09","0.75","80","90","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-10","2.01","83","90","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-11","0.04","84","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-12","1.06","86","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-14","1.46","82","88","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-15","1.30","82","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-16","0.28","80","82",
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-17","4.33","80","82","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-18","1.61","77","82",
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-19","1.02","81","86","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-20","0.75","80","84","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-21","0.55","77","81","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-22","2.36","84","91","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-23","0.00","82","88","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-24",,"84","93",
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-25","0.00","86","95",
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-26","0.16","85","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-27","0.04","83","88","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-28","0.59","82","90","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-29","1.26","85","91",
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-30","0.35","85","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-07-31","0.00","87","91","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-01","0.00","84","91",
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-02","0.35","81","88","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-03","0.47","84",,
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-04","0.00","86","91","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-05","0.00","87","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-06",,"82","91",
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-07","0.51","80","84","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-08","0.28","79","81","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-09","1.14","81","86","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-10","1.93","81","86","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-11","0.04","82","88","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-13",,"79","82","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-14","5.91","80","82","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-15","0.16","84",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-16","0.00","84","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-17","0.00","87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-18","0.00","86","95","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-19","0.00","89","99","81"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-21","0.00","85","93",
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-22","0.04","84","93","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-23","0.20","83","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-24","0.51","78","84",
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-25","2.36","78","81","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-26","3.54","78","81","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-27","1.89","83","90","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-28","0.00","82",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-29","0.94","84",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-30","0.00","87","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-08-31","0.00","86","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-01","0.00","83","91","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-02","0.12","87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-03","0.00","83","93",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-04","1.30","81","90",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-05","0.28","78","82","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-06",,"78","84","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-07","0.08","84","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-08","0.00","87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-09","0.00","87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-10","0.00","87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-11","0.00","87","95","79"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-12","0.00","86","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-13","0.00","87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-14","0.00","86","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-15",,"87","97",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-16","0.00","86","99","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-17","0.00","84","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-18","0.00","83","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-19","0.01","79","86",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-20","6.30","74","79",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-21","2.76","80","90","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-22","0.12","81","90","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-23","2.09","80","86","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-24","0.00","83","91",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-25",,"84","93",
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-26","0.00","85","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-27","0.00","85","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-28","0.00","85","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-29","0.00","83","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-09-30","0.00","84","99","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-01","0.00","83","95","75"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-02","0.00","82","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-03","0.00","83","93","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-04","0.00","83","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-05","0.00","86",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-06","0.00","77","90","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-07","0.00","79","90","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-08","0.00","78","90","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-09","0.08","81","90","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-10","0.00","81","93","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-11","0.00","79","93",
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-12",,"79","90",
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-13","0.00","81","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-14","0.00","81","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-15","0.00","77","91","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-16","0.00","82","91","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-17","0.00","80","91","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-18","0.00","79","90","72"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-19","0.00","76","88","70"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-20","0.47","76","95","66"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-21","0.00","76","90",
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-22","0.00","74","93","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-23","0.00","76","93","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-24","0.00","78","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-25",,"77","90",
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-26","0.00","77","90","68"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-27","0.00","75","90","66"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-28","0.00","75","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-29","0.00","73","88","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-30","0.00","74","90","61"
"IN023351400","LUCKNOW AMAUSI, IN","1980-10-31","0.00","74","90","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-01","0.00","73","88","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-02","0.00","71","84","57"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-03","0.00","73","97","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-04","0.00","75",,"61"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-05","0.00","75","90","63"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-06","0.00","70","86","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-07","0.00","69","84","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-08","0.00","66","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-09","0.00","67","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-10","0.00","67","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-11","0.00","66","84","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-12","0.00","68","84","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-13","0.00","66","82","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-14","0.00","66","84","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-15",,"67","82",
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-16","0.00","68","86","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-17","0.00","68","84","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-18","0.00","67","86","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-19","0.00","69","84","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-20","0.00","67","84","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-21","0.00","69","84","55"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-22","0.00","66","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-23","0.00","67","82","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-24","0.00","66","84","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-25","0.00","66","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-26","0.00","68","86","52"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-27","0.00","67","84","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-28","0.00","67","77","59"
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-29","0.00","68","82",
"IN023351400","LUCKNOW AMAUSI, IN","1980-11-30",,"67","82",
"IN023351400","LUCKNOW AMAUSI, IN","1980-12-01","0.00","65","81","54"
"IN023351400","LUCKNOW AMAUSI, IN","1980-12-02","0.00","65","79","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-12-03","0.00","62","79","50"
"IN023351400","LUCKNOW AMAUSI, IN","1980-12-04","0.00","65","81",
"IN023351400","LUCKNOW AMAUSI, IN","1980-12-05","0.00","61","77",
"IN023351400","LUCKNOW AMAUSI, IN","1980-12-06","0.00","59","75","48"
